./data/untitled.obj     0.0  0.0  0.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -1.0 -0.2 -1.0     1.0  0.2  1.0     /**FLOOR**/
./data/untitled.obj     2.0  0.0  0.0       0  1.0  1.0  1.0     1.0  1.0  1.0     1.0 -0.2 -1.0     3.0  0.2  1.0     /**FLOOR**/
./data/untitled.obj    -2.0  0.0  0.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -3.0 -0.2 -1.0    -1.0  0.2  1.0     /**FLOOR**/
./data/untitled.obj     0.0  0.0  2.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -1.0 -0.2  1.0     1.0  0.2  3.0     /**FLOOR**/
./data/untitled.obj     2.0  0.0  2.0       0  1.0  1.0  1.0     1.0  1.0  1.0     1.0 -0.2  1.0     3.0  0.2  3.0     /**FLOOR**/
./data/untitled.obj    -2.0  0.0  2.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -3.0 -0.2  1.0    -1.0  0.2  3.0     /**FLOOR**/
./data/untitled.obj     0.0  0.0  4.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -1.0 -0.2  3.0     1.0  0.2  5.0     /**FLOOR**/
./data/untitled.obj     0.0  0.0  6.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -1.0 -0.2  5.0     1.0  0.2  7.0     /**FLOOR**/
./data/untitled.obj     0.0  0.0  8.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -1.0 -0.2  7.0     1.0  0.2  9.0     /**FLOOR**/
./data/untitled.obj     2.0  0.0  4.0       0  1.0  1.0  1.0     1.0  1.0  1.0     1.0 -0.2  3.0     3.0  0.2  5.0     /**FLOOR**/
./data/untitled.obj    -2.0  0.0  4.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -3.0 -0.2  3.0    -1.0  0.2  5.0     /**FLOOR**/
./data/untitled.obj    -2.0  0.0  6.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -3.0 -0.2  5.0    -1.0  0.2  7.0     /**FLOOR**/
./data/untitled.obj    -2.0  0.0  8.0       0  1.0  1.0  1.0     1.0  1.0  1.0    -3.0 -0.2  7.0    -1.0  0.2  9.0     /**FLOOR**/
./data/teto.obj         0.0  2.5  0.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -1.0  2.3 -1.0     1.0  2.7  1.0     /**ROOF**/
./data/teto.obj         2.0  2.5  0.0     180  1.0  0.0  0.0     1.0  1.0  1.0     1.0  2.3 -1.0     3.0  2.7  1.0     /**ROOF**/
./data/teto.obj        -2.0  2.5  0.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -3.0  2.3 -1.0    -1.0  2.7  1.0     /**ROOF**/
./data/teto.obj         0.0  2.5  2.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -1.0  2.3  1.0     1.0  2.7  3.0     /**ROOF**/
./data/teto.obj         2.0  2.5  2.0     180  1.0  0.0  0.0     1.0  1.0  1.0     1.0  2.3  1.0     3.0  2.7  3.0     /**ROOF**/
./data/teto.obj        -2.0  2.5  2.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -3.0  2.3  1.0    -1.0  2.7  3.0     /**ROOF**/
./data/teto.obj         0.0  2.5  4.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -1.0  2.3  3.0     1.0  2.7  5.0     /**ROOF**/
./data/teto.obj         0.0  2.5  6.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -1.0  2.3  5.0     1.0  2.7  7.0     /**ROOF**/
./data/teto.obj         0.0  2.5  8.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -1.0  2.3  7.0     1.0  2.7  9.0     /**ROOF**/
./data/teto.obj         2.0  2.5  4.0     180  1.0  0.0  0.0     1.0  1.0  1.0     1.0  2.3  3.0     3.0  2.7  5.0     /**ROOF**/
./data/teto.obj        -2.0  2.5  4.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -3.0  2.3  3.0    -1.0  2.7  5.0     /**ROOF**/
./data/teto.obj        -2.0  2.5  6.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -3.0  2.3  5.0    -1.0  2.7  7.0     /**ROOF**/
./data/teto.obj        -2.0  2.5  8.0     180  1.0  0.0  0.0     1.0  1.0  1.0    -3.0  2.3  7.0    -1.0  2.7  9.0     /**ROOF**/
./data/wall.obj         2.0  1.0 -1.0      90  1.0  0.0  0.0     1.0  1.0  1.5     1.0  0.0 -1.2     3.0  2.0 -0.7     /**WALL**/
./data/wall.obj         0.0  3.0 -1.0      90  1.0  0.0  0.0     1.0  1.0  1.0     1.0  2.0 -1.2     3.0  4.0 -0.7     /**WALL**/
./data/wall.obj        -2.0  1.0 -1.0      90  1.0  0.0  0.0     1.0  1.0  1.5    -3.0  0.0 -1.2    -1.0  2.0 -0.7     /**WALL**/
